GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,YEAR.id,FINTYPE.id,FINTYPE.display-label,FINSRC.id,FINSRC.display-label,AMOUNT
Geographic identifier code,Id2,Geographic area name,Id,Year,Finance Type,Meaning of Finance Type,Finance Source ,Meaning of Finance Source ,"Amount ($1,000)"
0100000US,,United States,,2014,01,Revenue,01,Total Revenue,2365591067
0100000US,,United States,,2014,01,Revenue,010,General Revenue ,1743353171
0100000US,,United States,,2014,01,Revenue,0101,Intergovernmental Revenue,550738140
0100000US,,United States,,2014,01,Revenue,0102,Total Taxes,870437041
0100000US,,United States,,2014,01,Revenue,01021,General Sales and Gross Receipts Taxes,273899272
0100000US,,United States,,2014,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,141006910
0100000US,,United States,,2014,01,Revenue,01023,License Taxes,51318149
0100000US,,United States,,2014,01,Revenue,01024,Individual Income Taxes,311562355
0100000US,,United States,,2014,01,Revenue,01025,Corporation Net income Taxes,46491620
0100000US,,United States,,2014,01,Revenue,01026,All Other Taxes ,46158735
0100000US,,United States,,2014,01,Revenue,0103,Current Charges,191021275
0100000US,,United States,,2014,01,Revenue,0104,Miscellaneous General Revenue,131156715
0100000US,,United States,,2014,01,Revenue,011,Utility Revenue ,14310794
0100000US,,United States,,2014,01,Revenue,012,Liquor Stores Revenue,7179065
0100000US,,United States,,2014,01,Revenue,013,Insurance Trust Revenue ,600748037
0100000US,,United States,,2014,02,Expenditure,02,Total Expenditure,2048926590
0100000US,,United States,,2014,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,498585575
0100000US,,United States,,2014,02,Expenditure,022,Total Expenditure - Direct Expenditure,1550341015
0100000US,,United States,,2014,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,1063718037
0100000US,,United States,,2014,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,116582628
0100000US,,United States,,2014,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,278190448
0100000US,,United States,,2014,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,43933607
0100000US,,United States,,2014,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,47916295
0100000US,,United States,,2014,02,Expenditure,023,Total Expenditure - General Expenditure,1738746004
0100000US,,United States,,2014,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,498585575
0100000US,,United States,,2014,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,1240160429
0100000US,,United States,,2014,02,Expenditure,0234,"General Expenditure, by Function: - Education",613747869
0100000US,,United States,,2014,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",544711480
0100000US,,United States,,2014,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",71711969
0100000US,,United States,,2014,02,Expenditure,02343,"General Expenditure, by Function: - Health",64207002
0100000US,,United States,,2014,02,Expenditure,02344,"General Expenditure, by Function: - Highways",117321602
0100000US,,United States,,2014,02,Expenditure,02345,"General Expenditure, by Function: - Police Protection",15668996
0100000US,,United States,,2014,02,Expenditure,02346,"General Expenditure, by Function: - Correction",50218902
0100000US,,United States,,2014,02,Expenditure,02347,"General Expenditure, by Function: - Natural Resources",21391208
0100000US,,United States,,2014,02,Expenditure,02348,"General Expenditure, by Function: - Parks and Recreation",5765288
0100000US,,United States,,2014,02,Expenditure,02349,"General Expenditure, by Function: - Governmental Administration",54806919
0100000US,,United States,,2014,02,Expenditure,02350,"General Expenditure, by Function: - Interest on General Debt",45484874
0100000US,,United States,,2014,02,Expenditure,02351,"General Expenditure, by Function: - Other and Unallocable",133709895
0100000US,,United States,,2014,02,Expenditure,025,Utility Expenditure,26285028
0100000US,,United States,,2014,02,Expenditure,026,Liquor Stores Expenditure,5705110
0100000US,,United States,,2014,02,Expenditure,027,Insurance Trust Expenditure,278190448
0100000US,,United States,,2014,02,Expenditure,03,Total Expenditure - Exhibit: Salaries and Wages,253420252
0100000US,,United States,,2014,03,"Debt Outstanding, Long Term and Short Term",98,"Total Debt Outstanding, Long term and Short Term",1148778932
0100000US,,United States,,2014,04,Cash and Secuirty Holdings,99,Total Cash and Security Holdings,4190107724
0400000US01,01,Alabama,,2014,01,Revenue,01,Total Revenue,28283150
0400000US01,01,Alabama,,2014,01,Revenue,010,General Revenue ,22951473
0400000US01,01,Alabama,,2014,01,Revenue,0101,Intergovernmental Revenue,8135043
0400000US01,01,Alabama,,2014,01,Revenue,0102,Total Taxes,9296846
0400000US01,01,Alabama,,2014,01,Revenue,01021,General Sales and Gross Receipts Taxes,2393192
0400000US01,01,Alabama,,2014,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,2419482
0400000US01,01,Alabama,,2014,01,Revenue,01023,License Taxes,386378
0400000US01,01,Alabama,,2014,01,Revenue,01024,Individual Income Taxes,3206583
0400000US01,01,Alabama,,2014,01,Revenue,01025,Corporation Net income Taxes,406408
0400000US01,01,Alabama,,2014,01,Revenue,01026,All Other Taxes ,484803
0400000US01,01,Alabama,,2014,01,Revenue,0103,Current Charges,4255483
0400000US01,01,Alabama,,2014,01,Revenue,0104,Miscellaneous General Revenue,1264101
0400000US01,01,Alabama,,2014,01,Revenue,011,Utility Revenue ,0
0400000US01,01,Alabama,,2014,01,Revenue,012,Liquor Stores Revenue,288982
0400000US01,01,Alabama,,2014,01,Revenue,013,Insurance Trust Revenue ,5042695
0400000US01,01,Alabama,,2014,02,Expenditure,02,Total Expenditure,28416987
0400000US01,01,Alabama,,2014,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,6474302
0400000US01,01,Alabama,,2014,02,Expenditure,022,Total Expenditure - Direct Expenditure,21942685
